user_id,source,email,purchase
5980462398,context,,0
6425035019,other,,0
7409581794,other,,0
7515782311,,462462af10,0
5606207104,email,6c99c0fc37,0
1368254291,other,,0
8170261907,other,,0
5769552407,other,,0
7687865786,context,,0
8442972303,other,,0
7742819176,other,,0
2398358362,context,,0
9622657902,other,,0
1462756001,other,,0
1410023710,other,,0
8553583515,,f9f83146c0,0
197805797,other,,0
8031769618,context,,0
2855879614,other,,0
3568741874,context,,0
4169590047,other,,0
7738059048,context,,0
1017927663,context,,0
9432359780,other,,0
3703190962,other,,0
3947986134,email,56d4e682a8,0
4702796130,other,,0
1422923325,other,,0
9039447163,other,,0
3355835017,other,,0
9793706258,other,,0
1110002834,other,,0
5169700577,context,,0
9315036671,other,,0
7297566466,other,,0
5339373528,context,,0
3151193608,other,,0
3736651631,other,,0
9783574559,other,,0
1888764972,context,,0
7055662846,context,,0
8508208030,context,,0
6183315466,other,,0
9660126248,other,,0
1817016749,other,,0
9777507154,other,,0
7847630382,context,,0
4952270098,other,,0
1311704679,context,,0
2174665891,context,,0
7449769778,other,,0
4911211278,other,,0
2465805892,context,,0
7157426405,other,,0
9945264941,other,,0
3712496405,other,,0
9025606089,context,,0
94488474,other,,0
151583559,other,,1
470632182,other,,0
1629761052,other,,0
1252499840,other,,0
6486927229,other,,0
587057621,context,,0
6961824321,other,,0
229689965,other,,0
6770157076,context,,0
5205911051,other,,0
551659380,context,,0
7830071098,other,,0
2704189471,other,,0
7561850935,context,,0
9203682361,context,,0
5412184209,other,,0
7679186893,other,,0
6985678382,other,,0
6097366490,email,5a4c033120,0
3218434645,context,,0
4939399526,other,,0
8664446919,context,,0
8040809689,other,,0
5773907462,other,,0
229057815,context,,0
3650232958,other,,0
9312454362,context,,0
5629002702,other,,0
6548034788,other,,0
7690867092,context,,0
5049268156,other,,0
165686730,other,,0
7648529545,other,,0
8809287909,other,,0
88734841,other,,1
997482500,other,,0
1707996385,other,,0
4907859688,context,,0
8193384107,other,,0
2815241347,email,a2695ae280,0
6125688763,other,,0
813045875,other,,0
9749259207,other,,0
6354248632,email,f311704b6b,0
2087832567,other,,0
6351480417,other,,0
5528137866,other,,0
2138536647,other,,0
2511898971,other,,0
8724144320,other,,0
7834819913,other,,0
3076735338,other,,0
156311644,other,,0
3803530648,other,,1
3450380445,context,,1
2645986953,context,,0
6742708401,context,,0
2948427851,context,,0
8822693173,other,,0
9542402966,context,,0
9893017238,other,,0
4392689024,other,,0
6159740405,other,,0
9315571267,other,,0
2704227716,other,,0
4780894936,other,,0
9112234425,other,,0
2795821178,other,,0
4838898232,context,,0
480203161,other,,0
699348363,context,,0
3380482408,context,,0
8384356256,other,,0
2097990801,context,,0
5491653176,other,,0
6061673072,other,,0
1142556866,other,,0
502675434,context,,0
1980859500,other,,0
8789284329,other,,0
2950802860,other,,0
6527207179,,2f3aabcf0a,0
4516893956,context,,0
7887628682,other,,0
9127770910,context,,0
8002169781,context,,0
7464533815,context,,0
2258368334,context,,0
7435214469,other,,1
5985287712,context,,0
4306193071,other,,0
5254002978,other,,0
9473882736,context,,0
8363314037,other,,1
2114986926,other,,0
5287600390,other,,0
1308766825,other,,0
3798332887,other,,0
5354952740,context,,0
4442922498,other,,0
768135709,other,,0
8976375477,context,,0
7417986630,other,,0
3094095502,other,,0
8442375076,context,,0
668552392,other,,0
2536060599,context,,0
1688093677,other,,0
8121301922,context,,0
7932860744,other,,0
4727469997,context,,0
5421897501,other,,0
4891591566,other,,0
4830032435,other,,0
3598091865,email,317673b424,0
1611735911,other,,0
6080545975,context,,0
6136548070,context,,0
1441969909,other,,0
6812417600,context,,0
2945419005,other,,0
2847219777,other,,0
2001663179,other,,0
8503486998,other,,0
5827427010,other,,1
1267956418,context,,0
6103622924,other,,0
6151399094,context,,0
2440434795,email,109b8229fd,0
5361109260,other,,0
559549051,other,,0
462366282,other,,0
6665995492,other,,0
5865557524,email,896f92fc25,0
3739562279,other,,0
4857980429,other,,0
7743078089,other,,0
3042242009,context,,0
8437214548,other,,0
3379312696,context,,0
2936944716,other,,0
3721300798,other,,0
7302965944,context,,0
5399256495,other,,0
8260858569,other,,0
8098799662,other,,0
1007041619,other,,0
5666910762,other,,0
6591770239,other,,0
3518143559,other,,0
5471432390,other,,0
6591461821,other,,0
3237078861,other,,0
6540865188,context,,0
8366706440,other,,0
5812686492,email,b533643c4d,0
2076599599,other,,0
9264113241,context,,0
3128911963,email,8aefb28ad1,0
8098193730,other,,1
420171416,other,,1
7801709376,context,,0
3132316458,other,,0
7416174615,context,,0
7854712413,other,,0
7991977836,context,,0
5408155276,other,,0
5607275970,other,,0
7533456019,other,,0
1150431238,other,,0
2906989794,other,,0
6072974295,other,,0
7389856925,other,,0
5195344682,context,,0
7598841990,other,,0
8213079316,context,,0
3993087072,other,,1
7828164915,other,,0
1072378114,other,,0
461388839,other,,0
4985578232,other,,1
5896860796,other,,0
1991533724,email,1ee0aad8ce,0
1619321759,context,,0
291348024,context,,0
2519029230,other,,0
7812465732,context,,0
4404605142,other,,0
4830251070,context,,0
2546940967,other,,0
705416016,other,,0
7244775501,other,,0
703388636,context,,0
6581400312,context,,0
432618283,other,,0
4746009087,other,,0
7033478368,context,,0
6523768226,other,,0
9383491608,other,,0
728482561,other,,0
319909190,context,,0
816834136,other,,0
7865673331,other,,0
7220737457,other,,0
8894386948,context,,1
2790636740,other,,0
3420133950,other,,0
6195119205,other,,0
752253145,context,,0
3644517649,context,,0
2907181875,other,,0
4332200910,other,,0
1683208545,other,,0
7817034618,other,,0
8615590630,other,,0
337163613,other,,0
2209350059,other,,0
7313010392,other,,1
439919669,other,,0
7530239897,context,,0
8189863428,other,,0
6096754074,other,,0
6288147010,other,,0
6176695085,other,,0
9793706258,other,,0
8821489037,other,,0
7047089988,other,,0
5519875007,other,,0
1053575847,context,,0
8681197517,email,095d33e8cf,0
4648036309,context,,0
5197651982,context,,0
9151482998,context,,0
3492372815,context,,0
2084732550,other,,0
210856343,other,,0
851350513,other,,0
2897698297,context,,0
6143826708,context,,0
2674678417,context,,0
8709329925,other,,0
2279540912,other,,0
8129630377,other,,0
3242528951,context,,0
3657626094,other,,0
7246015086,other,,0
1733694494,other,,0
8720996111,context,,0
6256415413,context,,0
8129610145,other,,0
8981494110,other,,0
6751240928,other,,0
6747823035,other,,0
424499112,context,,0
2358700393,context,,0
5470539085,email,75db23d406,0
9401379155,other,,0
1317119103,other,,0
7667067076,other,,0
2190911007,context,,0
7578835592,other,,1
8924324193,other,,0
7559149776,other,,0
5590889309,other,,0
1455859312,other,,0
3372981704,other,,0
7449501340,context,,0
8840639191,email,9d0347f549,0
3659212740,other,,0
5651792754,context,,0
8271548367,other,,0
1671918704,other,,0
3439508964,other,,0
6930689074,other,,0
1966281612,other,,0
310313123,other,,0
6159343980,other,,0
3601487250,other,,0
3073920237,context,,0
5725513111,other,,0
9759708311,other,,0
4697660393,other,,0
4108798955,other,,0
3477937830,other,,0
771502920,other,,0
101004540,other,,0
4265825362,other,,0
8884560256,context,,0
9424115994,other,,0
7708323266,other,,0
322168013,other,,0
2102533938,other,,0
3872084752,other,,0
7879742468,other,,0
633919876,other,,0
8025443151,context,,0
7692663576,other,,0
4343216137,other,,0
9476691813,other,,0
9403924802,other,,0
9625622877,other,,0
3485117516,other,,0
7564402164,other,,0
2567546283,email,960ef265db,0
6801889443,context,,0
4602568818,other,,0
2847216085,other,,1
1608643010,context,,0
615042120,other,,0
8191960398,context,,0
5545891369,other,,0
3371889733,other,,0
5697798650,context,,0
5645626784,email,ee2fbc4a90,0
4503972529,other,,0
9172852187,other,,0
3986906763,other,,0
1193289451,other,,0
8548385607,context,,0
6763486542,other,,0
3503725514,other,,0
3347487514,other,,0
7983683444,context,,0
7705539874,other,,0
7421033613,context,,0
4079055880,context,,0
1254080365,context,,0
933210635,context,,0
8274162350,other,,0
3178884081,other,,0
8714438941,other,,0
4418154263,other,,0
6899912913,other,,0
1300529604,other,,0
990894331,other,,0
494973257,context,,0
2924837462,other,,0
3394039485,other,,0
5392723753,other,,0
9600083099,other,,0
3813874362,other,,0
4161847233,context,,0
9649228956,context,,0
7824210635,context,,0
4697591656,other,,0
4051786596,context,,0
2706264143,email,cefb484161,0
5227751061,other,,0
4035598168,other,,0
6767930298,context,,0
1784169878,email,339e99ae56,1
4576368035,context,,1
8948799507,other,,0
3674785700,other,,1
3955141815,context,,0
6677375912,context,,0
3659849779,context,,0
2089144568,other,,0
7892957789,other,,0
8947993663,other,,1
4948987607,other,,0
907543160,other,,0
6900691878,other,,1
3607004482,context,,0
1904979561,email,3e7e9e5c2c,0
2828253509,other,,0
868428749,other,,0
4150747433,context,,0
1066806831,other,,0
1156294307,other,,0
4478912250,other,,0
6256129156,other,,0
8922338609,other,,1
9170112371,other,,0
5786153864,other,,0
8652015079,other,,0
508422767,other,,0
6307711071,other,,0
5440784233,other,,0
3595926878,other,,0
3083498952,other,,0
672335967,context,,0
7122079191,context,,0
6928189081,other,,1
7687729419,email,9af8566c03,0
9794152347,other,,0
2911572479,other,,0
1602927798,context,,0
8970622141,other,,0
562368160,context,,0
6487071129,other,,0
9312448903,other,,0
424499112,other,,0
7933021152,context,,1
3390812802,other,,0
8627486933,other,,0
4309117983,context,,0
2413621260,other,,0
6867927060,email,fdb1fc684b,0
9955908635,other,,0
4437183420,other,,0
7717836731,other,,0
4966995478,other,,0
7809977042,other,,0
2050297312,context,,0
4915465879,context,,0
9810304190,context,,0
2486239459,email,3a8753eafe,0
3866256453,other,,0
6627811996,other,,0
7435399357,other,,0
7378591906,other,,0
3650764435,context,,0
8442193495,other,,0
782799058,other,,0
5126473130,other,,0
9230048244,other,,0
3101791871,email,dfffb74f1a,0
5168731318,other,,0
7566760540,email,6c0d1f1a3c,0
2163217730,other,,0
3644473042,context,,0
5980471853,other,,0
5014921451,context,,1
5954295148,other,,0
8110239255,other,,0
5306773422,other,,0
984596103,email,9fb00ca307,0
4212851496,other,,0
5173015960,other,,0
9271896126,other,,0
8924267388,other,,0
3224052219,other,,0
6875624158,other,,0
6447821067,other,,0
6996907602,other,,0
5049182178,other,,0
3321883017,email,2ab857f0a2,1
8412264955,other,,0
1545228931,other,,0
850113778,context,,0
1899503231,other,,0
6418467013,other,,0
9933773036,other,,0
4569510542,other,,0
3605536477,context,,0
9207352345,other,,0
1764533550,other,,0
6614315873,context,,1
8697030339,other,,0
774958686,context,,0
5640045425,other,,0
8173928178,other,,0
5920212155,other,,0
3688753789,email,7efc075b6d,0
2463040751,email,17cdb67d30,0
4628768437,other,,0
1373285410,context,,0
6053868332,context,,0
943722441,email,96c4f1bf78,0
402137560,email,942ddb5922,0
6249027858,context,,0
6274914669,other,,1
7380525836,other,,0
4939418347,context,,0
5131099053,other,,0
9047340961,other,,0
4157030043,other,,0
3467773986,other,,0
9224606868,other,,0
5223551075,other,,1
2644804258,other,,0
3071280239,email,d01df2506a,0
4046452739,email,f02d017b0e,0
5800725159,other,,0
4023376525,context,,0
4832829918,context,,0
4256573227,other,,1
6377138703,email,698bca235a,0
9809808411,other,,0
1022242894,email,e91a98d274,0
9120483488,other,,1
2574259419,other,,0
7290544482,other,,0
8688461015,context,,1
9894887197,other,,0
9757980419,context,,0
5044848648,other,,0
4137807381,other,,0
5683059014,context,,0
6085223098,other,,0
1904979561,,9e665764fc,0
143055778,other,,0
9413805266,context,,0
8490043635,other,,0
4146510895,other,,0
6463431236,context,,0
1048263728,other,,0
200126084,context,,0
443935923,context,,0
6994253791,other,,0
6003925485,other,,0
7499928937,other,,0
6564781859,other,,0
2015881270,other,,0
9478381225,email,fcffbb32c5,0
7865169790,other,,1
4166708892,context,,0
1203372428,context,,0
8884066411,context,,0
8386125167,other,,1
2330717145,other,,0
9382634062,other,,0
1113732546,context,,0
7502427111,other,,0
8586341151,other,,0
2647253224,context,,0
6821570964,other,,0
9295292191,other,,0
1482593408,other,,0
2881409333,context,,0
3294152027,other,,0
7518531244,other,,0
5588908475,context,,0
6140336303,other,,0
3280416980,other,,0
3850972093,context,,0
7270196565,context,,0
6317472052,context,,0
8957799739,other,,0
4031772577,other,,0
5152608105,other,,0
6099054063,other,,0
9160175317,other,,0
3119179474,other,,0
7335580916,context,,0
4395180892,other,,0
5387434525,other,,0
1660777971,other,,0
796257565,other,,0
6917500051,other,,1
7244104125,context,,0
6781021548,other,,1
2532226171,other,,0
7353160776,context,,0
248801267,context,,0
5925505021,other,,0
2415495638,other,,0
4378048240,other,,0
9514140022,other,,0
8225786254,other,,0
6711383271,context,,0
5739992864,context,,0
4038570094,context,,0
353808330,other,,0
2327800664,context,,0
5184766064,other,,0
5773601422,context,,0
2205022997,other,,0
8042073196,other,,0
5355074658,other,,0
2668371972,other,,0
5837592853,other,,0
7188330159,email,4c64e92332,0
8883009511,other,,0
7400333267,context,,0
3549234364,other,,0
5245946452,other,,0
6231252707,context,,0
870687021,context,,0
1984302395,other,,0
3580846532,other,,0
6495027643,other,,0
4555841594,context,,0
5476356046,context,,0
2426264743,other,,0
5703853889,context,,0
9016750271,email,7c7ac4e20e,0
9217210397,other,,0
2825709632,context,,0
18773766,other,,0
4469607935,other,,0
5159365908,other,,0
5181485845,other,,0
2241370979,other,,0
9937694985,other,,0
4955047639,other,,0
4165691680,context,,0
1826972586,other,,0
8631875812,other,,0
234748033,other,,0
4067088454,context,,0
8704587404,other,,0
8730956921,context,,0
8942279491,context,,0
556048893,other,,0
2333485992,other,,0
1232732368,other,,0
979868633,other,,0
4503582766,other,,0
3831008833,context,,1
9241832410,other,,0
2059524359,other,,0
9987377002,other,,0
541534985,other,,0
8539713573,other,,0
7305289902,other,,0
5939245432,other,,0
6150640571,other,,0
5948529441,other,,0
3065164975,other,,0
1739301979,other,,0
3136704231,context,,0
4199875086,other,,1
1983242180,other,,1
4339164940,other,,0
6214987919,other,,0
7584510450,other,,0
1108191544,email,f722fb2be8,0
4234817461,other,,0
3524774098,context,,0
7372524279,other,,0
2459293745,other,,0
453222093,context,,0
2400565414,other,,0
4155313678,email,4d1d2bb881,0
1346597745,other,,0
2735383743,other,,0
1961877262,context,,0
5294243602,context,,0
5114153708,email,69a58c9ecb,0
4807549771,other,,0
6555105494,other,,0
2704575638,other,,0
3609601684,context,,0
1730349677,other,,0
8195122261,other,,0
9907494986,email,2551f2d50e,0
5213030225,other,,0
7486780738,context,,0
7986897776,other,,0
6946272886,other,,0
8631491369,context,,0
4273622869,context,,0
6650473452,other,,1
1083389373,other,,0
120657736,other,,0
4190768593,other,,0
2336718358,email,6393a348d2,0
2474674760,other,,0
3533350958,other,,0
9365820641,context,,0
3906597149,context,,0
4419791420,other,,0
5401188673,other,,0
2392305576,other,,0
7978133209,other,,0
4216368667,other,,0
3918354744,other,,0
3633767395,context,,0
1802621196,other,,0
4746980886,context,,0
3530025077,context,,0
635759017,email,45fa657043,0
8389018827,other,,0
4476651473,other,,0
3683006090,other,,0
168309013,context,,0
5591996844,other,,0
7246887396,other,,0
8781159576,context,,0
803382775,other,,0
4650701460,other,,0
6082973900,context,,0
5265239386,context,,0
8157489525,other,,0
7961834876,other,,1
1586424522,context,,0
3837709687,email,9e875fc71c,0
1322535833,context,,0
8758193490,other,,0
5257104350,email,ea65a9f1d0,0
9100262593,other,,0
7662720492,other,,0
7035037688,other,,0
6885698780,other,,0
4289676040,context,,0
9497385037,other,,0
8459903413,other,,0
3339396893,other,,0
5611806636,other,,0
4754839096,other,,0
2961734091,other,,0
998257553,other,,0
1463981676,,f8c964c73b,0
5661402009,other,,0
7646469954,other,,0
6878851175,context,,0
8546508588,other,,0
9856066812,email,ee3dc76b91,0
8397277579,other,,0
5840679898,other,,0
1470410364,context,,0
964628861,context,,0
3634220619,context,,0
5479413621,context,,0
1042696564,other,,0
189891327,other,,0
6669261613,context,,0
9308942954,other,,0
8819290178,context,,0
1692906622,context,,0
3953577597,context,,0
5482202445,context,,0
9319364796,other,,0
3629744444,email,3bad83a234,0
8881749453,other,,0
1010261004,context,,0
8898004109,other,,0
7672308893,other,,0
9996726932,other,,0
6184149675,other,,0
2190309987,other,,1
8952047109,other,,0
3684656715,email,27c6cae5f3,0
1997665498,context,,0
6641541439,other,,1
4111977699,other,,0
1402240782,other,,0
9165107519,other,,0
708373195,context,,0
1704310781,other,,0
881417583,other,,0
8078085313,other,,0
1431862659,other,,0
8362228735,other,,0
261983958,other,,0
8973407883,email,ceee2df9ca,0
735976854,other,,0
4370463645,other,,0
3631704731,other,,0
2460853884,other,,1
8053083791,context,,0
6548242062,context,,0
2696340454,other,,0
2274438841,other,,0
5422855560,context,,0
1243425042,other,,0
9011182437,other,,0
8149769878,other,,0
3060926910,other,,0
4894847202,other,,0
1167419666,context,,0
8984955380,other,,1
3441296024,other,,0
8477057460,context,,0
9756534984,other,,1
7349808707,other,,0
2806908585,other,,0
5650806884,other,,0
6766812850,other,,0
1789386604,context,,0
383306516,context,,0
6383045687,other,,0
2560335456,other,,0
921949489,context,,0
5069693319,context,,1
531954764,context,,0
9810882644,email,9542a617c5,0
5287005680,other,,0
9069685779,other,,0
3005535561,context,,0
98898069,other,,0
9356515291,context,,0
1358575589,context,,0
8086742172,context,,0
3524160081,context,,0
5583097810,context,,0
5223207201,other,,0
3713790877,other,,0
3879996196,other,,0
7581317039,context,,0
3415580085,other,,1
219698601,other,,0
3828268752,other,,0
2991803071,context,,0
1899467859,other,,0
9550615069,context,,0
8344194306,other,,0
1215764134,other,,0
5838979269,other,,0
7196033159,other,,0
3788352630,context,,0
1302380264,context,,0
1346833683,,f35ea12126,0
9416445350,context,,0
1248224105,other,,0
986070443,other,,0
9270606937,other,,0
3086347536,other,,0
2789543743,context,,0
4330740686,other,,0
2819342371,context,,0
2529931930,other,,0
627597015,context,,0
69118091,other,,0
1602927798,other,,0
5455249491,other,,0
153889352,other,,0
4876687038,other,,0
8320026574,context,,0
182908582,other,,0
3239089241,other,,0
859466126,other,,0
7191004351,other,,0
415363308,context,,0
6140717036,context,,0
1534800179,other,,0
69968490,other,,0
6032878540,other,,0
6910596763,other,,0
616298380,other,,0
7699377920,other,,0
1910305532,other,,0
59226636,other,,0
1272302409,context,,0
8262712663,context,,0
3852041257,context,,0
1618208702,other,,0
500333826,other,,0
1023868926,context,,0
1926407802,other,,0
494406440,other,,0
6687497348,context,,0
3425486062,other,,0
600687911,other,,0
5021006547,other,,0
9088668971,context,,0
9481644946,context,,0
2784308172,other,,0
5517271651,other,,0
9067456104,context,,0
5864187687,other,,0
4555544266,other,,0
7013381630,other,,0
7274244943,context,,0
4563848469,other,,0
6876097289,other,,0
4219498931,context,,0
8792445494,context,,0
5000048296,other,,0
2213051244,other,,1
2593447906,other,,0
8815738775,other,,0
2020861737,other,,0
7323978764,other,,0
4769385499,context,,0
2551913309,other,,0
156661003,context,,0
5027803807,other,,0
105716085,context,,0
3277039097,other,,0
301302891,,27af41776d,0
6359135825,context,,0
2258842079,other,,0
7958831112,other,,0
8751984608,context,,0
335701206,other,,0
1574624006,other,,0
1243754344,other,,0
9574583456,other,,0
3442877831,other,,0
9792667981,other,,0
9184098516,other,,0
884913465,other,,0
6940707305,email,d219ef6cca,0
3696604435,email,6e0f89c08b,0
1359335698,other,,0
1394961388,context,,0
2887661588,context,,0
6342926374,context,,0
9696719362,email,187376dbf0,0
7527748188,other,,0
220577836,other,,0
6061223967,other,,0
2451110769,other,,0
3661180113,context,,0
530683839,other,,0
9036616600,other,,0
3268353075,other,,0
6630001842,other,,0
7984235290,other,,0
7675574533,context,,0
6012485869,other,,0
4754352776,other,,0
5579885027,context,,0
366834978,context,,0
6630689230,other,,0
2210610047,email,80e1fff0ca,0
4583601463,context,,1
6922266560,other,,0
2027925496,other,,0
4348886813,other,,0
1883315183,email,3513740864,0
4495340000,other,,0
344973285,other,,0
6218662492,other,,0
9897047467,other,,0
1033897856,other,,0
2684796139,email,1c46ba39a3,0
7853185129,other,,0
3184240586,context,,0
